DATE (MM/DD/YYYY),HOUR-EST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Direct (Bird estimated) [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 42ft [m/s],Avg Peak Wind Speed @ 42ft [m/s],Avg Avg Wind Direction @ 42ft [deg from N],Avg Est Pressure [mBar],Avg Precipitation [mm],Avg Precipitation (Accumulated) [mm]
7/18/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/18/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/19/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/20/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/21/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/22/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/23/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/24/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/25/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/26/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/27/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/28/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/29/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/30/12,23,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,1,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,2,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,3,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,4,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,5,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,6,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,7,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,8,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,9,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,10,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,11,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,12,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,13,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,14,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,15,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,16,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,17,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,18,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,19,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,20,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,21,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,22,0,0,0,0,0,0,0,0,0,0,0,0
7/31/12,23,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,1,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,2,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,3,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,4,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,5,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,6,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,7,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,8,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,9,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,10,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,11,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,12,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,13,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,14,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,15,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,16,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,17,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,18,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,19,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,20,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,21,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,22,0,0,0,0,0,0,0,0,0,0,0,0
8/1/12,23,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,1,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,2,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,3,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,4,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,5,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,6,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,7,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,8,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,9,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,10,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,11,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,12,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,13,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,14,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,15,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,16,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,17,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,18,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,19,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,20,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,21,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,22,0,0,0,0,0,0,0,0,0,0,0,0
8/2/12,23,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,1,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,2,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,3,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,4,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,5,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,6,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,7,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,8,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,9,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,10,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,11,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,12,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,13,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,14,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,15,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,16,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,17,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,18,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,19,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,20,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,21,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,22,0,0,0,0,0,0,0,0,0,0,0,0
8/3/12,23,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,1,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,2,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,3,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,4,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,5,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,6,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,7,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,8,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,9,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,10,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,11,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,12,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,13,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,14,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,15,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,16,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,17,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,18,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,19,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,20,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,21,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,22,0,0,0,0,0,0,0,0,0,0,0,0
8/4/12,23,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,1,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,2,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,3,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,4,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,5,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,6,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,7,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,8,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,9,0,0,0,0,0,0,0,0,0,0,0,0
8/5/12,10,0,0,0,0,0,0,0,0,0,0,0,0
